id,published,lastModified,description,severity,cvssScore
CVE-2001-0186,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Free Java Web Server 1.0 allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM,
CVE-2001-0191,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"gnuserv before 3.12, as shipped with XEmacs, does not properly check the specified length of an X Windows MIT-MAGIC-COOKIE cookie, which allows remote attackers to execute arbitrary commands via a buffer overflow, or brute force authentication by using a short cookie length.",HIGH,
CVE-2001-0194,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in httpGets function in CUPS 1.1.5 allows remote attackers to execute arbitrary commands via a long input line.,HIGH,
CVE-2001-0199,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in SEDUM HTTP Server 2.0 allows remote attackers to read arbitrary files via a .. (dot dot) attack in the HTTP GET request.,MEDIUM,
CVE-2001-0200,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"HSWeb 2.0 HTTP server allows remote attackers to obtain the physical path of the server via a request to the /cgi/ directory, which will list the path if directory browsing is enabled.",MEDIUM,
CVE-2001-0202,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Picserver web server allows remote attackers to read arbitrary files via a .. (dot dot) attack in an HTTP GET request.,MEDIUM,
CVE-2001-0226,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in BiblioWeb web server 2.0 allows remote attackers to read arbitrary files via a .. (dot dot) or ... attack in an HTTP GET request.,MEDIUM,
CVE-2001-0227,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in BiblioWeb web server 2.0 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long HTTP GET request.,MEDIUM,
CVE-2001-0228,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in GoAhead web server 2.1 and earlier allows remote attackers to read arbitrary files via a .. attack in an HTTP GET request.,MEDIUM,
CVE-2001-0234,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,NewsDaemon before 0.21b allows remote attackers to execute arbitrary SQL queries and gain privileges via a malformed user_username parameter.,HIGH,
CVE-2001-0270,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Marconi ASX-1000 ASX switches allow remote attackers to cause a denial of service in the telnet and web management interfaces via a malformed packet with the SYN-FIN and More Fragments attributes set.,MEDIUM,
CVE-2001-0272,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in sendtemp.pl in W3.org Anaya Web development server allows remote attackers to read arbitrary files via a .. (dot dot) attack in the templ parameter.,MEDIUM,
CVE-2001-0275,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"Moby Netsuite Web Server 1.02 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long HTTP request.",LOW,
CVE-2001-0276,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"ext.dll in BadBlue 1.02.07 Personal Edition web server allows remote attackers to determine the physical path of the server by directly calling ext.dll without any arguments, which produces an error message that contains the path.",MEDIUM,
CVE-2001-0277,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in ext.dll in BadBlue 1.02.07 Personal Edition allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long HTTP GET request.,HIGH,
CVE-2001-0282,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,SEDUM 2.1 HTTP server allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long HTTP request.,HIGH,
CVE-2001-0285,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in A1 HTTP server 1.0a allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long HTTP request.,HIGH,
CVE-2001-0286,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in A1 HTTP server 1.0a allows remote attackers to read arbitrary files via a .. (dot dot) in an HTTP GET request.,MEDIUM,
CVE-2001-0291,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in post-query sample CGI program allows remote attackers to execute arbitrary commands via an HTTP POST request that contains at least 10001 parameters.,HIGH,
CVE-2001-0292,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,PHP-Nuke 4.4.1a allows remote attackers to modify a user's email address and obtain the password by guessing the user id (UID) and calling user.php with the saveuser operator.,HIGH,
CVE-2001-0297,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Simple Server HTTPd 1.0 (originally Free Java Server) allows remote attackers to read arbitrary files via a .. (dot dot) in the URL.,MEDIUM,
CVE-2001-0298,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in WebReflex 1.55 HTTPd allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long HTTP GET request.",MEDIUM,
CVE-2001-0302,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in tstisapi.dll in Pi3Web 1.0.1 web server allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long URL.",MEDIUM,
CVE-2001-0303,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,tstisapi.dll in Pi3Web 1.0.1 web server allows remote attackers to determine the physical path of the server via a URL that requests a non-existent file.,MEDIUM,
CVE-2001-0306,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in ITAfrica WEBactive HTTP Server 1.00 allows remote attackers to read arbitrary files via a .. (dot dot) in a URL.,MEDIUM,
CVE-2001-0307,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"Bajie HTTP JServer 0.78, and other versions before 0.80, allows remote attackers to execute arbitrary commands via shell metacharacters in an HTTP request for a CGI program that does not exist.",HIGH,
CVE-2001-0308,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,"UploadServlet in Bajie HTTP JServer 0.78, and possibly other versions before 0.80, allows remote attackers to execute arbitrary commands by calling the servlet to upload a program, then using a ... (modified ..) to access the file that was created for the program.",HIGH,
CVE-2001-0319,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,orderdspc.d2w macro in IBM Net.Commerce 3.x allows remote attackers to execute arbitrary SQL queries by inserting them into the order_rn option of the report capability.,HIGH,
CVE-2001-0320,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,bb_smilies.php and bbcode_ref.php in PHP-Nuke 4.4 allows remote attackers to read arbitrary files and gain PHP administrator privileges by inserting a null character and .. (dot dot) sequences into a malformed username argument.,HIGH,
CVE-2001-0321,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,opendir.php script in PHP-Nuke allows remote attackers to read arbitrary files by specifying the filename as an argument to the requesturl parameter.,MEDIUM,
CVE-2001-0326,2001-05-03T04:00:00.000,2025-04-03T01:03:51.193,Oracle Java Virtual Machine (JVM ) for Oracle 8.1.7 and Oracle Application Server 9iAS Release 1.0.2.0.1 allows remote attackers to read arbitrary files via the .jsp and .sqljsp file extensions when the server is configured to use the <<ALL FILES>> FilePermission.,HIGH,
CVE-2001-1342,2001-05-12T04:00:00.000,2025-04-03T01:03:51.193,"Apache before 1.3.20 on Windows and OS/2 systems allows remote attackers to cause a denial of service (GPF) via an HTTP request for a URI that contains a large number of / (slash) or other characters, which causes certain functions to dereference a null pointer.",MEDIUM,
CVE-2001-1337,2001-05-21T04:00:00.000,2025-04-03T01:03:51.193,Beck IPC GmbH IPC@CHIP Embedded-Webserver allows remote attackers to cause a denial of service via a long HTTP request.,MEDIUM,
CVE-2001-0749,2001-05-24T04:00:00.000,2025-04-03T01:03:51.193,Beck IPC GmbH IPC@CHIP Embedded-Webserver allows remote attackers to read arbitrary files via a webserver root directory set to system root.,HIGH,
CVE-2001-1341,2001-05-24T04:00:00.000,2025-04-03T01:03:51.193,"The Beck GmbH IPC@Chip embedded web server installs the chipcfg.cgi program by default, which allows remote attackers to obtain sensitive network information via a request to the program.",MEDIUM,
CVE-2001-1074,2001-05-28T04:00:00.000,2025-04-03T01:03:51.193,"Webmin 0.84 and earlier does not properly clear the HTTP_AUTHORIZATION environment variable when the web server is restarted, which makes authentication information available to all CGI programs and allows local users to gain privileges.",HIGH,
CVE-2001-1348,2001-05-28T04:00:00.000,2025-04-03T01:03:51.193,TWIG 2.6.2 and earlier allows remote attackers to perform unauthorized database operations via a SQL injection attack on the id parameter.,HIGH,
CVE-2001-1326,2001-05-29T04:00:00.000,2025-04-03T01:03:51.193,"Eudora 5.1 allows remote attackers to execute arbitrary code when the ""Use Microsoft Viewer"" option is enabled and the ""allow executables in HTML content"" option is disabled, via an HTML email with a form that is activated from an image that the attacker spoofs as a link, which causes the user to execute the form and access embedded attachments.",HIGH,
CVE-2001-0001,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,cookiedecode function in PHP-Nuke 4.4 allows users to bypass authentication and gain access to other user accounts by extracting the authentication information from a cookie.,HIGH,
CVE-2001-0148,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,"The WMP ActiveX Control in Windows Media Player 7 allows remote attackers to execute commands in Internet Explorer via javascript URLs, a variant of the ""Frame Domain Verification"" vulnerability.",HIGH,
CVE-2001-0149,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,Windows Scripting Host in Internet Explorer 5.5 and earlier allows remote attackers to read arbitrary files via the GetObject Javascript function and the htmlfile ActiveX object.,MEDIUM,
CVE-2001-0150,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and earlier executes Telnet sessions using command line arguments that are specified by the web site, which could allow remote attackers to execute arbitrary commands if the IE client is using the Telnet client provided in Services for Unix (SFU) 2.0, which creates session transcripts.",MEDIUM,
CVE-2001-0151,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,IIS 5.0 allows remote attackers to cause a denial of service via a series of malformed WebDAV requests.,MEDIUM,
CVE-2001-0206,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Soft Lite ServerWorx 3.00 allows remote attackers to read arbitrary files by inserting a .. (dot dot) or ... into the requested pathname of an HTTP GET request.,MEDIUM,
CVE-2001-0211,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in WebSPIRS 3.1 allows remote attackers to read arbitrary files via a .. (dot dot) attack on the sp.nextform parameter.,MEDIUM,
CVE-2001-0250,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,The Web Publishing feature in Netscape Enterprise Server 4.x and earlier allows remote attackers to list arbitrary directories under the web server root via the INDEX command.,MEDIUM,
CVE-2001-0251,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,The Web Publishing feature in Netscape Enterprise Server 3.x allows remote attackers to cause a denial of service via the REVLOG command.,MEDIUM,
CVE-2001-0252,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,"iPlanet (formerly Netscape) Enterprise Server 4.1 allows remote attackers to cause a denial of service via a long HTTP GET request that contains many ""/../"" (dot dot) sequences.",MEDIUM,
CVE-2001-0253,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in hsx.cgi program in iWeb Hyperseek 2000 allows remote attackers to read arbitrary files and directories via a .. (dot dot) attack in the show parameter.,MEDIUM,
CVE-2001-0257,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Easycom/Safecom Print Server Web service, version 404.590 and earlier, allows remote attackers to execute arbitrary commands via (1) a long URL or (2) a long HTTP header field such as ""Host:"".",HIGH,
CVE-2001-0299,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Voyager web administration server for Nokia IP440 allows local users to cause a denial of service, and possibly execute arbitrary commands, via a long URL.",HIGH,
CVE-2001-0312,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,"IBM WebSphere plugin for Netscape Enterprise server allows remote attackers to read source code for JSP files via an HTTP request that contains a host header that references a host that is not in WebSphere's host aliases list, which will bypass WebSphere processing.",MEDIUM,
CVE-2001-0322,2001-06-02T04:00:00.000,2025-04-03T01:03:51.193,"MSHTML.DLL HTML parser in Internet Explorer 4.0, and other versions, allows remote attackers to cause a denial of service (application crash) via a script that creates and deletes an object that is associated with the browser window object.",MEDIUM,
CVE-2001-1368,2001-06-11T04:00:00.000,2025-04-03T01:03:51.193,Vulnerability in iPlanet Web Server 4 included in Virtualvault Operating System (VVOS) 4.0 running HP-UX 11.04 could allow attackers to corrupt data.,MEDIUM,
CVE-2001-1343,2001-06-12T04:00:00.000,2025-04-03T01:03:51.193,ws_mail.cgi in WebStore 400/400CS 4.14 allows remote authenticated WebStore administrators to execute arbitrary code via shell metacharacters in the kill parameter.,HIGH,
CVE-2001-1344,2001-06-12T04:00:00.000,2025-04-03T01:03:51.193,"WSSecurity.pl in WebStore allows remote attackers to bypass authentication by providing the program with a filename that exists, which is made easier by (1) inserting a null character or (2) .. (dot dot).",HIGH,
CVE-2001-1163,2001-06-16T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Munica Corporation NetSQL 1.0 allows remote attackers to execute arbitrary code via a long CONNECT argument to port 6500.,HIGH,
CVE-2001-0263,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,"Gene6 G6 FTP Server 2.0 (aka BPFTP Server 2.10) allows attackers to read file attributes outside of the web root via the (1) SIZE and (2) MDTM commands when the ""show relative paths"" option is not enabled.",HIGH,
CVE-2001-0374,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,"The HTTP server in Compaq web-enabled management software for (1) Foundation Agents, (2) Survey, (3) Power Manager, (4) Availability Agents, (5) Intelligent Cluster Administrator, and (6) Insight Manager can be used as a generic proxy server, which allows remote attackers to bypass access restrictions via the management port, 2301.",HIGH,
CVE-2001-0383,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,"banners.php in PHP-Nuke 4.4 and earlier allows remote attackers to modify banner ad URLs by directly calling the Change operation, which does not require authentication.",MEDIUM,
CVE-2001-0399,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,Caucho Resin 1.3b1 and earlier allows remote attackers to read source code for Javabean files by inserting a .jsp before the WEB-INF specifier in an HTTP request.,MEDIUM,
CVE-2001-0402,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,"IPFilter 3.4.16 and earlier does not include sufficient session information in its cache, which allows remote attackers to bypass access restrictions by sending fragmented packets to a restricted port after sending unfragmented packets to an unrestricted port.",HIGH,
CVE-2001-0403,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,/opt/JSparm/bin/perfmon program in Solaris allows local users to create arbitrary files as root via the Logging File option in the GUI.,HIGH,
CVE-2001-0404,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in JavaServer Web Dev Kit (JSWDK) 1.0.1 allows remote attackers to read arbitrary files via a .. (dot dot) in an HTTP request to the WEB-INF directory.,MEDIUM,
CVE-2001-0433,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in Savant 3.0 web server allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long Host HTTP header.",HIGH,
CVE-2001-0446,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,IBM WCS (WebSphere Commerce Suite) 4.0.1 with Application Server 3.0.2 allows remote attackers to read source code for .jsp files by appending a / to the requested URL.,MEDIUM,
CVE-2001-0447,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,"Web configuration server in 602Pro LAN SUITE allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long HTTP request containing ""%2e"" (dot dot) characters.",HIGH,
CVE-2001-0448,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,"Web configuration server in 602Pro LAN SUITE allows remote attackers to cause a denial of service via an HTTP GET HTTP request to the aux directory, and possibly other directories with legacy DOS device names.",MEDIUM,
CVE-2001-0483,2001-06-18T04:00:00.000,2025-04-03T01:03:51.193,Configuration error in Axent Raptor Firewall 6.5 allows remote attackers to use the firewall as a proxy to access internal web resources when the http.noproxy Rule is not set.,HIGH,
CVE-2001-1459,2001-06-19T04:00:00.000,2025-04-03T01:03:51.193,"OpenSSH 2.9 and earlier does not initiate a Pluggable Authentication Module (PAM) session if commands are executed with no pty, which allows local users to bypass resource limits (rlimits) set in pam.d.",HIGH,
CVE-2001-1083,2001-06-26T04:00:00.000,2025-04-03T01:03:51.193,"Icecast 1.3.7, and other versions before 1.3.11 with HTTP server file streaming support enabled allows remote attackers to cause a denial of service (crash) via a URL that ends in . (dot), / (forward slash), or \ (backward slash).",MEDIUM,
CVE-2001-0243,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Windows Media Player 7 and earlier stores Internet shortcuts in a user's Temporary Files folder with a fixed filename instead of in the Internet Explorer cache, which causes the HTML in those shortcuts to run in the Local Computer Zone instead of the Internet Zone, which allows remote attackers to read certain files.",MEDIUM,
CVE-2001-0246,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and earlier does not properly verify the domain of a frame within a browser window, which allows remote web site operators to read certain files on the client by sending information from a local frame to a frame in a different domain, aka a variant of the ""Frame Domain Verification"" vulnerability.",MEDIUM,
CVE-2001-0328,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"TCP implementations that use random increments for initial sequence numbers (ISN) can allow remote attackers to perform session hijacking or disruption by injecting a flood of packets with a range of ISN values, one of which may match the expected ISN.",MEDIUM,
CVE-2001-0329,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Bugzilla 2.10 allows remote attackers to execute arbitrary commands via shell metacharacters in a username that is then processed by (1) the Bugzilla_login cookie in post_bug.cgi, or (2) the who parameter in process_bug.cgi.",HIGH,
CVE-2001-0330,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Bugzilla 2.10 allows remote attackers to access sensitive information, including the database username and password, via an HTTP request for the globals.pl file, which is normally returned by the web server without being executed.",HIGH,
CVE-2001-0332,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and earlier does not properly verify the domain of a frame within a browser window, which allows remote web site operators to read certain files on the client by sending information from a local frame to a frame in a different domain using MSScriptControl.ScriptControl and GetObject, aka a variant of the ""Frame Domain Verification"" vulnerability.",MEDIUM,
CVE-2001-0338,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and earlier does not properly validate digital certificates when Certificate Revocation List (CRL) checking is enabled, which could allow remote attackers to spoof trusted web sites, aka the ""Server certificate validation vulnerability.""",MEDIUM,
CVE-2001-0339,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Internet Explorer 5.5 and earlier allows remote attackers to display a URL in the address bar that is different than the URL that is actually being displayed, which could be used in web site spoofing attacks, aka the ""Web page spoofing vulnerability.""",HIGH,
CVE-2001-0365,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Eudora before 5.1 allows a remote attacker to execute arbitrary code, when the 'Use Microsoft Viewer' and 'allow executables in HTML content' options are enabled, via an HTML email message containing Javascript, with ActiveX controls and malicious code within IMG tags.",HIGH,
CVE-2001-0366,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"saposcol in SAP R/3 Web Application Server Demo before 1.5 trusts the PATH environmental variable to find and execute the expand program, which allows local users to obtain root access by modifying the PATH to point to a Trojan horse expand program.",HIGH,
CVE-2001-0367,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Mirabilis ICQ WebFront Plug-in ICQ2000b Build 3278 allows a remote attacker to create a denial of service via HTTP URL requests containing a large number of % characters.,MEDIUM,
CVE-2001-0407,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in MySQL before 3.23.36 allows local users to modify arbitrary files and gain privileges by creating a database whose name starts with .. (dot dot).,MEDIUM,
CVE-2001-0425,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"AdLibrary.pm in AdCycle 0.78b allows remote attackers to gain privileges to AdCycle via a malformed Agent: header in the HTTP request, which is inserted into a resulting SQL query that is used to verify login information.",HIGH,
CVE-2001-0451,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,INDEXU 2.0 beta and earlier allows remote attackers to bypass authentication and gain privileges by setting the cookie_admin_authenticated cookie value to 1.,HIGH,
CVE-2001-0452,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"BRS WebWeaver FTP server before 0.64 Beta allows remote attackers to obtain the real pathname of the server via a ""CD *"" command followed by an ls command.",MEDIUM,
CVE-2001-0453,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Directory traversal vulnerability in BRS WebWeaver HTTP server allows remote attackers to read arbitrary files via a .. (dot dot) attack in the (1) syshelp, (2) sysimages, or (3) scripts directories.",MEDIUM,
CVE-2001-0454,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in SlimServe HTTPd 1.1a allows remote attackers to read arbitrary files via a ... (modified dot dot) in the HTTP request.,MEDIUM,
CVE-2001-0455,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Cisco Aironet 340 Series wireless bridge before 8.55 does not properly disable access to the web interface, which allows remote attackers to modify its configuration.",HIGH,
CVE-2001-0457,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,man2html before 1.5-22 allows remote attackers to cause a denial of service (memory exhaustion).,MEDIUM,
CVE-2001-0460,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Websweeper 4.0 does not limit the length of certain HTTP headers, which allows remote attackers to cause a denial of service (memory exhaustion) via an extremely large HTTP Referrer: header.",MEDIUM,
CVE-2001-0462,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in Perl web server 0.3 and earlier allows remote attackers to read arbitrary files via a .. (dot dot) in the URL.,MEDIUM,
CVE-2001-0467,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in RobTex Viking Web server before 1.07-381 allows remote attackers to read arbitrary files via a \... (modified dot dot) in an HTTP URL request.,MEDIUM,
CVE-2001-0472,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Hursley Software Laboratories Consumer Transaction Framework (HSLCTF) HTTP object allows remote attackers to cause a denial of service (crash) via an extremely long HTTP request.,MEDIUM,
CVE-2001-0475,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"index.php in Jelsoft vBulletin does not properly initialize a PHP variable that is used to store template information, which allows remote attackers to execute arbitrary PHP code via special characters in the templatecache parameter.",HIGH,
CVE-2001-0476,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Multiple buffer overflows in s.cgi program in Aspseek search engine 1.03 and earlier allow remote attackers to execute arbitrary commands via (1) a long HTTP query string, or (2) a long tmpl parameter.",HIGH,
CVE-2001-0477,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Vulnerability in WebCalendar 0.9.26 allows remote command execution.,HIGH,
CVE-2001-0478,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in phpMyAdmin 2.2.0 and earlier versions allows remote attackers to execute arbitrary code via a .. (dot dot) in an argument to the sql.php script.,HIGH,
CVE-2001-0479,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal vulnerability in phpPgAdmin 2.2.1 and earlier versions allows remote attackers to execute arbitrary code via a .. (dot dot) in an argument to the sql.php script.,HIGH,
CVE-2001-0484,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Tektronix PhaserLink 850 does not require authentication for access to configuration pages such as _ncl_subjects.shtml and _ncl_items.shtml, which allows remote attackers to modify configuration information and cause a denial of service by accessing the pages.",MEDIUM,
CVE-2001-0492,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,"Netcruiser Web server version 0.1.2.8 and earlier allows remote attackers to determine the physical path of the server via a URL containing (1) con, (2) com2, or (3) com3.",MEDIUM,
CVE-2001-0493,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Small HTTP server 2.03 allows remote attackers to cause a denial of service via a URL that contains an MS-DOS device name such as aux.,MEDIUM,
CVE-2001-0495,2001-06-27T04:00:00.000,2025-04-03T01:03:51.193,Directory traversal in DataWizard WebXQ server 1.204 allows remote attackers to view files outside of the web root via a .. (dot dot) attack.,MEDIUM,
CVE-2001-1248,2001-06-29T04:00:00.000,2025-04-03T01:03:51.193,vWebServer 1.2.0 allows remote attackers to view arbitrary ASP scripts via a request for an ASP script that ends with a URL-encoded space character (%20).,MEDIUM,
CVE-2001-1249,2001-06-29T04:00:00.000,2025-04-03T01:03:51.193,vWebServer 1.2.0 allows remote attackers to cause a denial of service via a URL that contains MS-DOS device names.,MEDIUM,
CVE-2001-1250,2001-06-29T04:00:00.000,2025-04-03T01:03:51.193,"vWebServer 1.2.0 allows remote attackers to cause a denial of service (hang) via a small number of long URL requests, possibly due to a buffer overflow.",MEDIUM,
CVE-2001-1251,2001-06-29T04:00:00.000,2025-04-03T01:03:51.193,SmallHTTP 1.204 through 3.00 beta 8 allows remote attackers to cause a denial of service via multiple long URL requests.,MEDIUM,
CVE-2001-1246,2001-06-30T04:00:00.000,2025-04-03T01:03:51.193,"PHP 4.0.5 through 4.1.0 in safe mode does not properly cleanse the 5th parameter to the mail() function, which allows local users and possibly remote attackers to execute arbitrary commands via shell metacharacters.",HIGH,
CVE-2001-0238,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,Microsoft Data Access Component Internet Publishing Provider 8.103.2519.0 and earlier allows remote attackers to bypass Security Zone restrictions via WebDAV requests.,HIGH,
CVE-2001-0239,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,Microsoft Internet Security and Acceleration (ISA) Server 2000 Web Proxy allows remote attackers to cause a denial of service via a long web request with a specific type.,HIGH,
CVE-2001-0262,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,Buffer overflow in Netscape SmartDownload 1.3 allows remote attackers (malicious web pages) to execute arbitrary commands via a long URL.,HIGH,
CVE-2001-0327,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,"iPlanet Web Server Enterprise Edition 4.1 and earlier allows remote attackers to retrieve sensitive data from memory allocation pools, or cause a denial of service, via a URL-encoded Host: header in the HTTP request, which reveals memory in the Location: header that is returned by the server.",MEDIUM,
CVE-2001-0385,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,GoAhead webserver 2.1 allows remote attackers to cause a denial of service via an HTTP request to the /aux directory.,MEDIUM,
CVE-2001-0386,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,AnalogX SimpleServer:WWW 1.08 allows remote attackers to cause a denial of service via an HTTP request to the /aux directory.,MEDIUM,
CVE-2001-0389,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,IBM Websphere/NetCommerce3 3.1.2 allows remote attackers to determine the real path of the server by directly calling the macro.d2w macro with a NOEXISTINGHTMLBLOCK argument.,MEDIUM,
CVE-2001-0390,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,IBM Websphere/NetCommerce3 3.1.2 allows remote attackers to cause a denial of service by directly calling the macro.d2w macro with a long string of %0a characters.,MEDIUM,
CVE-2001-0391,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,Xitami 2.5d4 and earlier allows remote attackers to crash the server via an HTTP request to the /aux directory.,MEDIUM,
CVE-2001-0418,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,content.pl script in NCM Content Management System allows remote attackers to read arbitrary contents of the content database by inserting SQL characters into the id parameter.,MEDIUM,
CVE-2001-0419,2001-07-02T04:00:00.000,2025-04-03T01:03:51.193,"Buffer overflow in shared library ndwfn4.so for iPlanet Web Server (iWS) 4.1, when used as a web listener for Oracle application server 4.0.8.2, allows remote attackers to execute arbitrary commands via a long HTTP request that is passed to the application server, such as /jsp/.",HIGH,
